,Isoelectric Point,Tiny,Small,Aliphatic,Aromatic,Non-polar,Polar,Charged,Basic,Acidic
Q12074,-1.117050917736313,0.2525597269624573,0.46757679180887374,0.2901023890784983,0.13310580204778158,0.5221843003412969,0.4778156996587031,0.28668941979522183,0.13993174061433447,0.14675767918088736
P32476,-0.4055491646907626,0.2399193548387097,0.5040322580645161,0.3225806451612903,0.10887096774193548,0.5907258064516129,0.4092741935483871,0.2560483870967742,0.13306451612903225,0.12298387096774194
P54783,-0.21263990277715725,0.279467680608365,0.5152091254752852,0.2623574144486692,0.13688212927756654,0.5342205323193916,0.46577946768060835,0.23193916349809887,0.12167300380228137,0.11026615969581749
P53224,-0.30308100427307255,0.2972972972972973,0.5,0.27927927927927926,0.15315315315315314,0.5315315315315315,0.46846846846846846,0.2072072072072072,0.11261261261261261,0.0945945945945946
Q05919,1.3312891313838615,0.22095671981776766,0.3940774487471526,0.2984054669703872,0.12300683371298406,0.4920273348519362,0.5079726651480638,0.26651480637813213,0.1571753986332574,0.10933940774487472
P38071,1.4075001978188662,0.3,0.531578947368421,0.27631578947368424,0.09210526315789473,0.4763157894736842,0.5236842105263158,0.24210526315789474,0.1368421052631579,0.10526315789473684
P03965,-1.2878113384672454,0.27996422182468694,0.5089445438282647,0.32558139534883723,0.10107334525939177,0.5402504472271914,0.4597495527728086,0.24955277280858676,0.11806797853309481,0.13148479427549195
P07251,1.4113702910362693,0.3284403669724771,0.5192660550458715,0.3669724770642202,0.06788990825688074,0.5559633027522936,0.44403669724770645,0.23486238532110093,0.12844036697247707,0.10642201834862386
P33330,-0.3631567589862912,0.27341772151898736,0.5012658227848101,0.3240506329113924,0.11392405063291139,0.5468354430379747,0.4531645569620253,0.26329113924050634,0.13924050632911392,0.1240506329113924
P49435,-1.4077246883110728,0.25668449197860965,0.44385026737967914,0.36363636363636365,0.12299465240641712,0.6256684491978609,0.37433155080213903,0.23529411764705882,0.10695187165775401,0.12834224598930483
P38795,-0.36643145324717,0.2689075630252101,0.4803921568627451,0.28851540616246496,0.1134453781512605,0.5490196078431373,0.45098039215686275,0.2549019607843137,0.1330532212885154,0.12184873949579832
Q04162,0.6082961784774079,0.32432432432432434,0.4990990990990991,0.35315315315315315,0.12432432432432433,0.6126126126126126,0.38738738738738737,0.15315315315315314,0.08468468468468468,0.06846846846846846
P38773,-1.0241091406229992,0.27235772357723576,0.5447154471544715,0.3008130081300813,0.09349593495934959,0.5284552845528455,0.4715447154471545,0.26422764227642276,0.13008130081300814,0.13414634146341464
P36060,1.1511809470355119,0.24172185430463577,0.48344370860927155,0.24503311258278146,0.1490066225165563,0.5099337748344371,0.4900662251655629,0.27483443708609273,0.15894039735099338,0.11589403973509933
P33413,-1.045067183892625,0.32653061224489793,0.5129251700680272,0.35918367346938773,0.13333333333333333,0.6421768707482993,0.3578231292517007,0.16054421768707483,0.07891156462585033,0.08163265306122448
P47125,0.5377414021293768,0.2847682119205298,0.48344370860927155,0.2913907284768212,0.10375275938189846,0.5253863134657837,0.4746136865342163,0.26269315673289184,0.15011037527593818,0.11258278145695365
P40885,0.6628942627906111,0.3333333333333333,0.5202821869488536,0.30335097001763667,0.14814814814814814,0.6155202821869489,0.3844797178130511,0.15696649029982362,0.08641975308641975,0.07054673721340388
P13188,0.8964692734347691,0.2323856613102596,0.47342398022249693,0.23856613102595797,0.11990111248454882,0.47342398022249693,0.5265760197775031,0.315203955500618,0.17181705809641531,0.1433868974042027
P53101,0.5335736094337127,0.2645161290322581,0.5333333333333333,0.2946236559139785,0.0967741935483871,0.5096774193548387,0.49032258064516127,0.24301075268817204,0.13763440860215054,0.1053763440860215
P38169,0.8365125985128554,0.26304347826086955,0.4369565217391304,0.28043478260869564,0.12391304347826088,0.5195652173913043,0.48043478260869565,0.29130434782608694,0.16521739130434782,0.12608695652173912
P29703,-1.409570425076296,0.1930379746835443,0.4208860759493671,0.29430379746835444,0.16455696202531644,0.5316455696202531,0.46835443037974683,0.27531645569620256,0.12658227848101267,0.14873417721518986
P38088,-0.3861986986037493,0.24492753623188407,0.47101449275362317,0.28695652173913044,0.10869565217391304,0.5072463768115942,0.4927536231884058,0.32753623188405795,0.1681159420289855,0.15942028985507245
P32469,-1.5240656444157594,0.27,0.4633333333333333,0.30666666666666664,0.11,0.53,0.47,0.2833333333333333,0.12333333333333334,0.16
P53839,-0.49182247349101377,0.2542857142857143,0.4942857142857143,0.30857142857142855,0.09142857142857143,0.5285714285714286,0.4714285714285714,0.2857142857142857,0.14857142857142858,0.13714285714285715
P04803,1.4903797325669341,0.24274406332453827,0.46965699208443273,0.29023746701846964,0.11609498680738786,0.49604221635883905,0.503957783641161,0.2849604221635884,0.16886543535620052,0.11609498680738786
P40464,1.9656867195596226,0.3022508038585209,0.4758842443729904,0.33762057877813506,0.11254019292604502,0.5755627009646302,0.42443729903536975,0.1864951768488746,0.13183279742765272,0.05466237942122187
P43616,-1.0467938408665434,0.29313929313929316,0.5176715176715176,0.28274428274428276,0.10810810810810811,0.5405405405405406,0.4594594594594595,0.25363825363825365,0.12474012474012475,0.1288981288981289
P42951,-0.2664044285512264,0.24382207578253706,0.471169686985173,0.22405271828665568,0.14991762767710048,0.4827018121911038,0.5172981878088962,0.26688632619439867,0.14332784184514002,0.12355848434925865
P23501,0.30827464428522977,0.2698019801980198,0.47029702970297027,0.3094059405940594,0.1806930693069307,0.6089108910891089,0.3910891089108911,0.2103960396039604,0.12376237623762376,0.08663366336633663
Q12055,-1.6916704506771174,0.20304568527918782,0.49746192893401014,0.2436548223350254,0.1116751269035533,0.4619289340101523,0.5380710659898477,0.3604060913705584,0.14213197969543148,0.2182741116751269
Q12256,0.6917711121819989,0.30500758725341426,0.5144157814871017,0.30197268588770865,0.125948406676783,0.5933232169954477,0.40667678300455234,0.20030349013657056,0.10925644916540213,0.09104704097116843
P0CX10,-1.2956706046933555,0.32494279176201374,0.5331807780320366,0.3295194508009153,0.09382151029748284,0.5583524027459954,0.4416475972540046,0.2517162471395881,0.11899313501144165,0.13272311212814644
Q12109,-0.20799579091627388,0.24074074074074073,0.4699074074074074,0.24537037037037038,0.13657407407407407,0.5,0.5,0.3055555555555556,0.1597222222222222,0.14583333333333334
P42833,0.25385517965898424,0.2740740740740741,0.45,0.32592592592592595,0.14629629629629629,0.6222222222222222,0.37777777777777777,0.16296296296296298,0.08888888888888889,0.07407407407407407
P43577,-1.336455433215213,0.2389937106918239,0.44025157232704404,0.2830188679245283,0.10062893081761007,0.5283018867924528,0.4716981132075472,0.2830188679245283,0.1320754716981132,0.1509433962264151
P43549,0.8959334143738982,0.34365325077399383,0.5526315789473685,0.25232198142414863,0.10835913312693499,0.5278637770897833,0.47213622291021673,0.22445820433436534,0.1238390092879257,0.10061919504643962
Q08227,0.2838632870677677,0.2630208333333333,0.4869791666666667,0.2734375,0.1328125,0.5234375,0.4765625,0.23177083333333334,0.12760416666666666,0.10416666666666667
P25087,-0.951232308344526,0.2845953002610966,0.4856396866840731,0.2584856396866841,0.14360313315926893,0.5248041775456919,0.4751958224543081,0.2898172323759791,0.14360313315926893,0.1462140992167102
P40506,0.7553597207387058,0.23835616438356164,0.4547945205479452,0.28493150684931506,0.12602739726027398,0.4931506849315068,0.5068493150684932,0.273972602739726,0.15342465753424658,0.12054794520547946
P12695,0.3788294206332614,0.34232365145228216,0.5518672199170125,0.3215767634854772,0.056016597510373446,0.5103734439834025,0.4896265560165975,0.24066390041493776,0.12448132780082988,0.11618257261410789
P40039,-1.1290779766580872,0.3333333333333333,0.5246212121212122,0.35795454545454547,0.16287878787878787,0.6723484848484849,0.32765151515151514,0.14393939393939395,0.07007575757575757,0.07386363636363637
Q03262,-0.5392162304302823,0.23311897106109325,0.4742765273311897,0.27009646302250806,0.14790996784565916,0.5385852090032154,0.46141479099678456,0.27009646302250806,0.13987138263665594,0.1302250803858521
Q12436,-1.3616408090761558,0.31516587677725116,0.5071090047393365,0.32701421800947866,0.14928909952606634,0.6018957345971564,0.3981042654028436,0.2037914691943128,0.0947867298578199,0.10900473933649289
P05626,1.5193161218539752,0.29098360655737704,0.48770491803278687,0.3524590163934426,0.06557377049180328,0.5040983606557377,0.4959016393442623,0.25,0.13934426229508196,0.11065573770491803
Q12233,1.8824499454376413,0.26956521739130435,0.40869565217391307,0.3217391304347826,0.13043478260869565,0.5652173913043478,0.43478260869565216,0.2,0.1565217391304348,0.043478260869565216
P39692,-1.3099601796499187,0.2714975845410628,0.5053140096618357,0.32657004830917874,0.11690821256038647,0.5371980676328503,0.4628019323671498,0.2463768115942029,0.11594202898550725,0.13043478260869565
P16140,-1.4441035645546572,0.26692456479690524,0.4932301740812379,0.29206963249516443,0.09090909090909091,0.5183752417794971,0.4816247582205029,0.28239845261121854,0.1276595744680851,0.15473887814313347
P38709,-1.2696516702932794,0.22718052738336714,0.47058823529411764,0.30628803245436104,0.10953346855983773,0.513184584178499,0.486815415821501,0.24746450304259635,0.11764705882352941,0.12981744421906694
P38331,-0.16054249408135313,0.23949579831932774,0.44537815126050423,0.2815126050420168,0.1092436974789916,0.4831932773109244,0.5168067226890757,0.31512605042016806,0.1638655462184874,0.15126050420168066
P53164,-0.5202230037171833,0.2864583333333333,0.5104166666666666,0.2604166666666667,0.13020833333333334,0.515625,0.484375,0.22916666666666666,0.1171875,0.11197916666666667
P04385,-0.24598224434247126,0.3068181818181818,0.5416666666666666,0.3106060606060606,0.11363636363636363,0.5587121212121212,0.4412878787878788,0.23295454545454544,0.12310606060606061,0.10984848484848485
P00950,1.3077113327055319,0.25101214574898784,0.4898785425101215,0.31983805668016196,0.09716599190283401,0.5344129554655871,0.46558704453441296,0.29554655870445345,0.16194331983805668,0.13360323886639677
P49775,0.23694584929371787,0.22815533980582525,0.47572815533980584,0.2766990291262136,0.12135922330097088,0.5,0.5,0.27184466019417475,0.15048543689320387,0.12135922330097088
P17649,-0.20686453289887927,0.267515923566879,0.47558386411889597,0.28450106157112526,0.1337579617834395,0.5456475583864119,0.4543524416135881,0.2760084925690021,0.1464968152866242,0.12951167728237792
Q12447,-0.8784745558573573,0.19895287958115182,0.36649214659685864,0.3089005235602094,0.09947643979057591,0.5078534031413613,0.49214659685863876,0.2931937172774869,0.14659685863874344,0.14659685863874344
P19145,0.8843826746173432,0.3239202657807309,0.5132890365448505,0.34551495016611294,0.1378737541528239,0.6478405315614618,0.3521594684385382,0.1777408637873754,0.09966777408637874,0.07807308970099668
P20485,-1.0570942428143992,0.25601374570446733,0.48109965635738833,0.27147766323024053,0.10652920962199312,0.4793814432989691,0.520618556701031,0.26288659793814434,0.12886597938144329,0.13402061855670103
Q08650,1.7142497402197598,0.26555023923444976,0.4688995215311005,0.28708133971291866,0.14832535885167464,0.5645933014354066,0.4354066985645933,0.22009569377990432,0.14354066985645933,0.07655502392344497
P04817,0.8259144970867379,0.3101694915254237,0.488135593220339,0.3288135593220339,0.16101694915254236,0.6322033898305085,0.3677966101694915,0.17966101694915254,0.1,0.07966101694915254
P18900,1.2565665623401663,0.2727272727272727,0.48414376321353064,0.3192389006342495,0.08879492600422834,0.5116279069767442,0.4883720930232558,0.27906976744186046,0.16279069767441862,0.11627906976744186
Q12178,-0.8282824238224287,0.3037974683544304,0.5,0.22784810126582278,0.0949367088607595,0.5443037974683544,0.45569620253164556,0.2911392405063291,0.14556962025316456,0.14556962025316456
P07264,-0.8514434432311918,0.2952503209242619,0.5160462130937099,0.28498074454428757,0.0962772785622593,0.5250320924261874,0.4749679075738126,0.28241335044929394,0.14120667522464697,0.14120667522464697
P40970,0.5998415132947753,0.27629233511586454,0.483065953654189,0.2887700534759358,0.11764705882352941,0.5614973262032086,0.4385026737967914,0.25133689839572193,0.1408199643493761,0.11051693404634581
P53629,0.3473923557288223,0.26791277258566976,0.4485981308411215,0.29283489096573206,0.16822429906542055,0.5654205607476636,0.43457943925233644,0.21651090342679127,0.11993769470404984,0.09657320872274143
P38279,-1.1952268007278453,0.22972972972972974,0.42567567567567566,0.36824324324324326,0.125,0.6385135135135135,0.3614864864864865,0.16891891891891891,0.08108108108108109,0.08783783783783784
P13298,-0.7561200702917837,0.3053097345132743,0.46017699115044247,0.36283185840707965,0.09734513274336283,0.5796460176991151,0.42035398230088494,0.22123893805309736,0.11061946902654868,0.11061946902654868
P38143,0.9733948186176024,0.24691358024691357,0.4506172839506173,0.2222222222222222,0.12962962962962962,0.5,0.5,0.25925925925925924,0.1419753086419753,0.11728395061728394
P35206,0.04993103704969496,0.2975609756097561,0.5073170731707317,0.33902439024390246,0.11463414634146342,0.5975609756097561,0.4024390243902439,0.15121951219512195,0.08048780487804878,0.07073170731707316
P49367,0.1356684867890752,0.3116883116883117,0.5396825396825397,0.31746031746031744,0.09090909090909091,0.5440115440115441,0.455988455988456,0.2352092352092352,0.12842712842712842,0.10678210678210678
Q99312,-1.2151726657713817,0.24444444444444444,0.4622222222222222,0.28888888888888886,0.11555555555555555,0.5044444444444445,0.4955555555555556,0.2866666666666667,0.13777777777777778,0.14888888888888888
P18562,-1.0014244403794548,0.23148148148148148,0.4398148148148148,0.30092592592592593,0.10185185185185185,0.5648148148148148,0.4351851851851852,0.27314814814814814,0.13425925925925927,0.1388888888888889
P38427,-0.3048076612469908,0.27231329690346084,0.5127504553734062,0.28233151183970856,0.10382513661202186,0.47996357012750457,0.5200364298724954,0.23770491803278687,0.12568306010928962,0.11202185792349727
Q08908,1.0069753197655262,0.2579250720461095,0.42363112391930835,0.3126801152737752,0.17723342939481268,0.5835734870317003,0.4164265129682997,0.25504322766570603,0.15273775216138327,0.10230547550432277
P24031,-1.7312644812859281,0.29978586723768735,0.5374732334047109,0.25267665952890794,0.15203426124197003,0.5267665952890792,0.4732334047109208,0.2334047109207709,0.08993576017130621,0.14346895074946467
P25371,-1.3906367382588491,0.28026692087702576,0.49761677788369874,0.29361296472831266,0.111534795042898,0.5490943755958055,0.45090562440419446,0.223069590085796,0.10295519542421354,0.12011439466158245
P20107,-0.46633939815180925,0.3076923076923077,0.5180995475113123,0.34841628959276016,0.1244343891402715,0.5407239819004525,0.4592760180995475,0.22624434389140272,0.1244343891402715,0.10180995475113122
P48526,0.6705153694341108,0.23353293413173654,0.4221556886227545,0.2774451097804391,0.1317365269461078,0.49201596806387227,0.5079840319361277,0.2774451097804391,0.15868263473053892,0.1187624750499002
P81449,-0.7310537742221452,0.21875,0.4583333333333333,0.3229166666666667,0.09375,0.5104166666666666,0.4895833333333333,0.3125,0.15625,0.15625
Q12525,-1.1072268349536758,0.25,0.4660493827160494,0.27469135802469136,0.12654320987654322,0.5339506172839507,0.4660493827160494,0.25925925925925924,0.12654320987654322,0.13271604938271606
P0CH63,-0.7080713745003393,0.29333333333333333,0.5466666666666666,0.31555555555555553,0.12,0.5377777777777778,0.4622222222222222,0.22666666666666666,0.11555555555555555,0.1111111111111111
P34227,1.2969346115924578,0.25287356321839083,0.5134099616858238,0.28735632183908044,0.11494252873563218,0.5095785440613027,0.4904214559386973,0.2681992337164751,0.14942528735632185,0.11877394636015326
Q06702,-1.5680656273028442,0.24916943521594684,0.4717607973421927,0.2724252491694352,0.13953488372093023,0.5415282392026578,0.4584717607973422,0.2558139534883721,0.10963455149501661,0.1461794019933555
P53848,-0.4271026069169123,0.23907766990291263,0.47694174757281554,0.30097087378640774,0.10194174757281553,0.5072815533980582,0.49271844660194175,0.27063106796116504,0.1407766990291262,0.12985436893203883
Q12320,0.17925169040659342,0.2771929824561403,0.47719298245614034,0.24912280701754386,0.12280701754385964,0.512280701754386,0.48771929824561405,0.2736842105263158,0.1543859649122807,0.11929824561403508
P37291,0.16317591858045957,0.2857142857142857,0.5010660980810234,0.2942430703624733,0.12153518123667377,0.5415778251599147,0.4584221748400853,0.26652452025586354,0.14925373134328357,0.11727078891257996
P40308,0.8456817424433167,0.22897196261682243,0.4439252336448598,0.3099688473520249,0.11370716510903427,0.5373831775700935,0.46261682242990654,0.2336448598130841,0.13239875389408098,0.10124610591900311
P00359,-0.11892410702036255,0.3313253012048193,0.5903614457831325,0.32831325301204817,0.0963855421686747,0.5421686746987951,0.4578313253012048,0.25301204819277107,0.1355421686746988,0.11746987951807229
P32604,-0.21222312350759073,0.2168141592920354,0.43805309734513276,0.26548672566371684,0.11946902654867257,0.48672566371681414,0.5132743362831859,0.3008849557522124,0.15486725663716813,0.14601769911504425
P53950,-0.7562986899787408,0.2935622317596567,0.6060085836909871,0.2206008583690987,0.08240343347639485,0.38369098712446353,0.6163090128755365,0.2429184549356223,0.12360515021459227,0.11931330472103004
P38139,-0.36827719001239273,0.208,0.448,0.29333333333333333,0.136,0.5306666666666666,0.4693333333333333,0.27466666666666667,0.144,0.13066666666666665
P23968,0.663668281434091,0.37089201877934275,0.5211267605633803,0.4131455399061033,0.1267605633802817,0.6948356807511737,0.3051643192488263,0.12206572769953052,0.07042253521126761,0.051643192488262914
P38702,1.7166313360458545,0.2773109243697479,0.453781512605042,0.29411764705882354,0.16246498599439776,0.5658263305322129,0.4341736694677871,0.24649859943977592,0.16246498599439776,0.08403361344537816
P22217,-1.5326393893896977,0.2912621359223301,0.5436893203883495,0.3592233009708738,0.0970873786407767,0.6019417475728155,0.39805825242718446,0.22330097087378642,0.0970873786407767,0.1262135922330097
Q08929,1.6866827685327237,0.2315270935960591,0.4154351395730706,0.31527093596059114,0.1839080459770115,0.6009852216748769,0.39901477832512317,0.19540229885057472,0.12807881773399016,0.06732348111658457
Q04728,-0.04896472962885406,0.3287981859410431,0.5555555555555556,0.31065759637188206,0.07029478458049887,0.5147392290249433,0.4852607709750567,0.2222222222222222,0.11337868480725624,0.10884353741496598
P19807,-0.1696520981161622,0.33747779751332146,0.5150976909413855,0.325044404973357,0.16163410301953818,0.6323268206039077,0.36767317939609234,0.15985790408525755,0.08880994671403197,0.07104795737122557
P12945,1.1996464220965217,0.2224824355971897,0.41920374707259955,0.2775175644028103,0.12646370023419204,0.4918032786885246,0.5081967213114754,0.3091334894613583,0.16978922716627634,0.13934426229508196
P38361,-0.4307940804473577,0.3344947735191638,0.5348432055749129,0.3623693379790941,0.12369337979094076,0.6202090592334495,0.3797909407665505,0.15853658536585366,0.08188153310104529,0.07665505226480836
P07342,1.0047128037307371,0.30131004366812225,0.5342066957787481,0.3027656477438137,0.09315866084425037,0.5502183406113537,0.4497816593886463,0.23580786026200873,0.1324599708879185,0.10334788937409024
P04037,-0.1604829541857009,0.2967741935483871,0.535483870967742,0.2645161290322581,0.09032258064516129,0.5290322580645161,0.47096774193548385,0.2645161290322581,0.14193548387096774,0.12258064516129032
P07245,-0.1778090638205338,0.3023255813953488,0.540169133192389,0.33403805496828753,0.08139534883720931,0.5602536997885835,0.4397463002114165,0.24207188160676532,0.12896405919661733,0.113107822410148
P40989,-0.06253982583758934,0.26649076517150394,0.4633245382585752,0.28232189973614774,0.15725593667546175,0.5746701846965699,0.42532981530343006,0.22163588390501318,0.11978891820580474,0.10184696569920844
P53230,1.7731942369155838,0.2519480519480519,0.44415584415584414,0.24935064935064935,0.14805194805194805,0.5012987012987012,0.4987012987012987,0.2519480519480519,0.16363636363636364,0.08831168831168831
Q12382,1.1818439932964702,0.2827586206896552,0.4724137931034483,0.3275862068965517,0.16551724137931034,0.5862068965517241,0.41379310344827586,0.2,0.1206896551724138,0.07931034482758621
P40556,0.9836356806698054,0.2975871313672922,0.4718498659517426,0.2975871313672922,0.14209115281501342,0.5656836461126006,0.4343163538873995,0.19571045576407506,0.11796246648793565,0.0777479892761394
P40353,-0.10457499216814643,0.21904761904761905,0.4361904761904762,0.25333333333333335,0.15047619047619049,0.5238095238095238,0.47619047619047616,0.26857142857142857,0.14666666666666667,0.1219047619047619
P06700,0.8904557439738823,0.24733096085409254,0.498220640569395,0.2846975088967972,0.11387900355871886,0.5213523131672598,0.4786476868327402,0.2580071174377224,0.1512455516014235,0.10676156583629894
Q06143,1.7782551280460333,0.3087248322147651,0.5100671140939598,0.31543624161073824,0.1174496644295302,0.6040268456375839,0.3959731543624161,0.2080536912751678,0.1342281879194631,0.0738255033557047
P11353,-0.20114870291625403,0.25609756097560976,0.4725609756097561,0.22560975609756098,0.14939024390243902,0.5182926829268293,0.4817073170731707,0.2926829268292683,0.15853658536585366,0.13414634146341464
P32462,1.15951653242684,0.2328767123287671,0.4018264840182648,0.3219178082191781,0.17123287671232876,0.6301369863013698,0.3698630136986301,0.1963470319634703,0.1187214611872146,0.0776255707762557
P25335,-0.47342464573443843,0.27113702623906705,0.48104956268221577,0.26822157434402333,0.14285714285714285,0.5306122448979592,0.46938775510204084,0.30612244897959184,0.16034985422740525,0.1457725947521866
Q12458,-0.03610411216794739,0.25961538461538464,0.5032051282051282,0.32051282051282054,0.09935897435897435,0.5416666666666666,0.4583333333333333,0.2532051282051282,0.1346153846153846,0.11858974358974358
P50944,1.5519439846714616,0.26788218793828894,0.48807854137447404,0.31136044880785413,0.13604488078541374,0.5680224403927069,0.4319775596072931,0.1949509116409537,0.11781206171107994,0.07713884992987377
P32386,0.6303854797644292,0.2534617700180614,0.4509331727874774,0.329319686935581,0.13064419024683926,0.5454545454545454,0.45454545454545453,0.22697170379289586,0.12402167369054787,0.10295003010234799
P43623,-0.6381119971088313,0.3264705882352941,0.5117647058823529,0.31176470588235294,0.10294117647058823,0.5735294117647058,0.4264705882352941,0.24705882352941178,0.1264705882352941,0.12058823529411765
P21801,1.0894976151396798,0.3007518796992481,0.4849624060150376,0.2669172932330827,0.09774436090225563,0.5338345864661654,0.46616541353383456,0.23684210526315788,0.15037593984962405,0.08646616541353383
Q07938,0.3748402476245545,0.27596439169139464,0.49258160237388726,0.26112759643916916,0.12462908011869436,0.543026706231454,0.456973293768546,0.23738872403560832,0.13649851632047477,0.10089020771513353
P28273,-0.21966561046413374,0.31259720062208396,0.5194401244167963,0.291601866251944,0.10031104199066875,0.5334370139968896,0.4665629860031104,0.25038880248833595,0.1321928460342146,0.1181959564541213
P52910,-0.27313243675994187,0.2972181551976574,0.5358711566617862,0.30307467057101023,0.1259150805270864,0.5592972181551976,0.4407027818448023,0.25329428989751096,0.13616398243045388,0.1171303074670571
P0CD99,0.8885504673130074,0.32676518883415434,0.4876847290640394,0.30377668308702793,0.13628899835796388,0.5894909688013136,0.41050903119868637,0.1986863711001642,0.11330049261083744,0.08538587848932677
P32804,-0.904136250883519,0.3324468085106383,0.5398936170212766,0.3191489361702128,0.15691489361702127,0.6143617021276596,0.38563829787234044,0.1702127659574468,0.0851063829787234,0.0851063829787234
P32903,2.9435699657537757,0.275,0.375,0.475,0.1,0.75,0.25,0.125,0.125,0.0
Q07560,1.798081913298265,0.2791519434628975,0.45936395759717313,0.3321554770318021,0.12367491166077739,0.5901060070671378,0.4098939929328622,0.19434628975265017,0.127208480565371,0.06713780918727916
